Country_Name;Country_Code;Region;Income_Group;Year;Internet_Users;GDP_Per_Capita;Electricity_Access;Electricity_Access_Rural;Electricity_Access_Urban;Broadband_Subscriptions;Life_Expectancy;Sec_Edu_Duration;Literacy_Female;Literacy_Male;Literacy_Total;Pop_0_14;Pop_15_64;Pop_65_Above;Pop_Female;Pop_Male;Pop_Total;Pop_Rural;Pop_Urban;Secondary_Education
Albania;ALB;Europe & Central Asia;Upper middle income;2022;82,6137;19596,72026;100.0;100.0;100.0;2069,89;76833;7;9,83E+14;9,87E+14;98,5;172224721,4;670011897;157763381,6;505494750,3;494505249,7;2,777689;0,036201;63799;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2012;18,2;14441,32934;98.8;97.7;99.3;306,737;74202;7;7,7358E+15;8,54795E+15;;277156085,4;673421405;494225095,9;487669527,9;512330472,1;37,646166;0,031085;68915;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2013;22,5;14370,82066;99.2;97.8;99.8;333,21;74615;7;7,7358E+15;8,54795E+15;;280774960,9;669223817,6;500012215,5;487891721;512108279;38,414171;0,030424;69576;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2014;29,5;14694,14383;99.3;97.9;99.9;408,032;75,11;7;7,7358E+15;8,54795E+15;;285548764;663589408,5;508618275,4;488117570,6;511882429,4;39,205031;0,029779;70221;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2015;38,2;13807,35158;99.4;98.1;99.9;567,06;75622;7;7,7358E+15;8,54795E+15;;290409389,9;657623256,9;519673532,4;488340180,1;511659819,9;40,019529;0,029152;70848;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2016;42,9455;13437,84602;99.4;98.3;99.9;700,004;75732;7;7,7358E+15;8,54795E+15;;295001353,8;651739647,4;532589987,8;488523984,7;511476015,3;40,850721;0,028541;71459;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2017;47,6911;13493,56075;99.5;98.6;99.9;770,046;75743;7;7,7358E+15;8,54795E+15;;299456114,6;64587146,21;546724232,5;48868817,66;51131182,34;41,689299;0,027948;72052;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2018;49,0385;13727,12664;99.6;98.9;99.9;721,567;76066;7;7,5323E+14;8,7423E+14;81,40783691;303410419,5;640409495;561800854,9;488888857,5;511111142,5;42,505035;0,027371;72629;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2019;58,9776;13892,53334;99.5;98.7;99.8;827,527;76474;7;7,42102E+14;8,54795E+15;;306392172,4;635858047,8;577497798,5;489109032,1;510890967,9;43,294546;0,026811;73189;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2020;60,6534;12676,51306;99.7;99.1;99.9;860,645;74453;7;7,7358E+15;8,54795E+15;;308424615,9;632634495;589408890,7;489344772,5;510655227,5;44,042091;0,026267;73733;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2021;66,2356;14496,86547;99.8;99.3;100.0;933,184;76377;7;7,7358E+15;8,54795E+15;;309168972,8;630690613,7;60140413,44;489547207,1;510452792,9;44,761099;0,025739;74261;7
Algeria;DZA;Middle East & North Africa;Upper middle income;2022;71,2432;15836,09444;100.0;99.3;100.0;1035,17;77129;7;7,7358E+15;8,54795E+15;;308411919,7;629718445;618696352,4;489705214;510294786;45,477389;0,025228;74772;7
Angola;AGO;Sub-Saharan Africa;Lower middle income;2014;21,3623;7990,274457;32.0;7,78649E+15;51.0;32,3076;60,04;6;53;80;66;452258854,4;520696201,2;270449443,6;506300115,9;493699884,1;27,160769;0,037269;62731;6
Angola;AGO;Sub-Saharan Africa;Lower middle income;2015;22;7119,726443;42.0;2025-08-03 00:00:00;64.0;54,5394;60655;6;5,1926E+14;8,37728E+14;66,23586273;452743037,6;520344151,2;269128111,5;506168220;493831780;28,157798;0,036554;63446;6
Angola;AGO;Sub-Saharan Africa;Lower middle income;2018;29;7347,799936;45.3;2025-03-07 00:00:00;65.3;35,0067;62144;6;7,7358E+15;8,54795E+15;;451972407,7;5210972,052;269303871,2;50577643,58;49422356,42;31,297155;0,034486;65514;6
Angola;AGO;Sub-Saharan Africa;Lower middle income;2022;39,2935;7924,888806;48.5;7,78649E+15;76.2;38,6698;61929;6;62,5;8,28E+14;72,40000153;447578771,4;524687843;277333856;505362644,9;494637355,1;35,635029;0,031919;68081;6
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2012;58;22377,36191;100.0;100.0;100.0;1497,82;77,35;5;7,7358E+15;8,54795E+15;;226426770,6;698922759,6;746504698,6;525796470,3;474203529,7;0,08726;0,074474;25526;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2013;63,4;21759,36802;100.0;100.0;100.0;1776,78;77583;5;7,7358E+15;8,54795E+15;;221150406,8;702382912,5;764666806,7;525611764;474388236;0,088064;0,00007465;25,35;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2014;67,78;21673,39496;100.0;100.0;100.0;1211,51;77858;5;7,7358E+15;8,54795E+15;;216526784,2;704962541,5;785106742,5;52544358,7;47455641,3;0,088765;0,074825;25175;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2015;70;20989,38589;100.0;100.0;100.0;1118,46;77913;5;7,7358E+15;8,54795E+15;;211583845;707305752,2;811104027,6;525293874,2;474706125,8;0,089409;0,000075;25;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2016;73;21321,70976;100.0;100.0;100.0;1029,35;78152;5;7,7358E+15;8,54795E+15;;206426658,1;709122030,9;844513110,1;525158665,8;474841334,2;0,089969;0,075154;24846;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2017;76,2;21370,30951;100.0;100.0;100.0;994,827;78268;5;7,7358E+15;8,54795E+15;;202049343,4;709963744,1;879869125;525031226,9;474968773,1;0,090468;0,075287;24713;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2019;83,2;26533,73019;100.0;100.0;100.0;875,618;78691;5;7,7358E+15;8,54795E+15;;194070936,4;711197578,9;947314846,7;524714329,5;475285670,5;0,091364;0,075494;24506;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2020;86,8837;22356,76872;100.0;100.0;100.0;871,023;78841;5;7,7358E+15;8,54795E+15;;191053502,6;710314003,9;986324935,2;524557678,7;475442321,3;0,091846;0,075567;24433;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2021;87,074;25733,29483;100.0;100.0;100.0;866,279;78497;5;7,7358E+15;8,54795E+15;;188437341;70877324,06;102789418,4;524418503,9;475581496,1;0,092349;0,00007562;24,38;5
Antigua and Barbuda;ATG;Latin America & Caribbean;High income;2022;91,4123;30031,74747;100.0;100.0;100.0;1068,18;79236;5;7,7358E+15;8,54795E+15;;185733520;706979750,1;10728672,99;524235243,4;475764756,6;0,09284;0,075654;24346;5
Argentina;ARG;Latin America & Caribbean;Upper middle income;2012;55,8;19430,41781;99.1;96.1;99.4;1221,15;76467;6;7,7358E+15;8,54795E+15;;253153574,4;640423079;106423346,6;505371175,3;494628824,7;42,161721;0,008879;91121;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2013;59,9;19928,98949;99.3;95.4;99.7;1467,98;76491;6;7,7358E+15;8,54795E+15;;251502863,7;640825562,5;107671573,8;50506882,46;494931175,4;42,582455;0,008751;91249;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2014;64,7;19487,41817;100.0;100.0;100.0;1515,3;76755;6;7,7358E+15;8,54795E+15;;250138297,6;640920281,1;10894142,13;504795803,6;495204196,4;43,024071;0,008623;91377;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2015;68,0431;19899,14993;99.7;97.6;99.9;1576,89;76,76;6;7,7358E+15;8,54795E+15;;24887393,37;640810849,7;110315216,7;504618624,7;495381375,3;43,477012;0,008497;91503;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2016;70,969;20105,76136;99.9;99.3;100.0;1651,85;76308;6;7,7358E+15;8,54795E+15;;247475897,9;640835959;111688143,2;504493179,7;495506820,3;43,900313;0,008373;91627;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2017;74,2949;23385,07409;100.0;100.0;100.0;1770,82;76833;6;7,7358E+15;8,54795E+15;;245791315,1;641137437,3;113071247,6;50431923,18;49568076,82;44,288894;0,008251;91749;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2018;77,7;24410,39191;100.0;99.9;100.0;1897,59;76999;6;7,7358E+15;8,54795E+15;;243732916,4;641630568,4;114636515,2;504135158,2;495864841,8;44,654882;;91,87;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2019;79,947;23516,8262;100.0;100.0;100.0;1955,19;77284;6;7,7358E+15;8,54795E+15;;240972913,2;642701694,8;116325391,9;503980547,1;496019452,9;44,973465;0,008009;91991;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2020;85,5144;22393,34796;100.0;100.0;100.0;2117,98;75892;6;7,7358E+15;8,54795E+15;;236990914,6;645074745,5;117934339,9;50390551,74;496094482,6;45,191965;0,007889;92111;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2021;87,1507;26300,27426;100.0;100.0;100.0;2315;75,39;6;7,7358E+15;8,54795E+15;;232387470,9;648426321,2;119186207,8;503928857,6;496071142,4;45,312281;0,007771;92229;6
Argentina;ARG;Latin America & Caribbean;Upper middle income;2022;88,3754;29597,69384;100.0;100.0;100.0;2468,32;76064;6;7,7358E+15;8,54795E+15;;227507462,1;652151737,7;120340800,1;50389410,18;49610589,82;45,407904;765300000;92347;6
Armenia;ARM;Europe & Central Asia;Upper middle income;2012;37,5;8942,635379;99.5;99.2;99.7;725,581;73454;8;7,7358E+15;8,54795E+15;;194619041,2;69877939,56;106601563,2;541020493,6;458979506,4;3,0241;0,00003676;63,24;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2013;41,9;9454,878528;99.4;99.4;99.4;831,673;73676;8;7,7358E+15;8,54795E+15;;196515983,8;696400159;107083857,1;540660143,1;459339856,9;3,022;0,036836;63164;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2014;54,6228;9736,234975;99.7;99.8;99.7;933,763;74058;8;7,7358E+15;8,54795E+15;;198849276,4;693383433,3;107767290,3;540299108,1;459700891,9;3,0138;0,036888;63112;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2015;59,1008;9756,840848;100.0;100.0;100.0;980,149;74436;8;7,7358E+15;8,54795E+15;;201142347,6;68961951,13;10923814,11;539965568,7;460034431,3;3,0046;0,036915;63085;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2016;64,346;10570,27204;99.8;99.8;99.8;1024,98;74664;8;100;100;100;203211773,4;685339571,1;111448655,6;539661270,8;460338729,2;2,9923;0,036918;63082;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2017;64,7449;12066,00431;99.7;99.5;99.8;1081,73;74906;8;100;100;100;204716971,6;681111272,9;114171755,5;53939449,66;46060550,34;2,9794;0,036897;63103;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2018;68,2451;12877,49375;99.9;99.9;99.9;1193,99;75064;8;7,7358E+15;8,54795E+15;;204515725,2;67836738,21;117116892,7;538890673,9;461109326,1;2,969;0,036851;63149;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2019;66,5439;14975,75395;100.0;100.0;100.0;1328,19;75439;8;7,7358E+15;8,54795E+15;;203005780,2;676540902,7;120453317,1;538189073,4;461810926,6;2,9625;0,036781;63219;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2020;76,5077;14706,3173;100.0;100.0;100.0;1488,84;72173;8;100;100;100;201691865,1;674875319,6;12343281,53;537708430,5;462291569,5;2,9615;0,036687;63313;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2021;78,6123;15921,70528;100.0;100.0;99.9;1625,66;72043;8;7,7358E+15;8,54795E+15;;200488372,8;673509680,1;12600194,72;537402594,6;462597405,4;2,9623;0,036569;63431;8
Armenia;ARM;Europe & Central Asia;Upper middle income;2022;77,0277;19161,37005;100.0;100.0;100.0;1773,01;73372;8;7,7358E+15;8,54795E+15;;198625625,7;672222792,1;129151582,3;536967414,4;463032585,6;2,9692;0,036427;63573;8
Aruba;ABW;Latin America & Caribbean;High income;2013;78,9;35901,65331;100.0;100.0;100.0;1872,11;75636;5;7,7358E+15;8,54795E+15;;193954610,8;69911025,52;106935133,9;524381563,4;475618436,6;0,105675;0,00005701;42,99;5
Aruba;ABW;Latin America & Caribbean;High income;2014;83,78;35657,2872;100.0;100.0;100.0;1857,35;75601;5;7,7358E+15;8,54795E+15;;191695083,3;696785895,7;111519021;525059735,1;474940264,9;0,106807;0,056959;43041;5
Aruba;ABW;Latin America & Caribbean;High income;2015;88,6612;35972,86644;100.0;100.0;100.0;1823,7;75683;5;7,7358E+15;8,54795E+15;;190345012,9;693250915,4;116404071,6;525656530,8;474343469,2;0,107906;0,056892;43108;5
Aruba;ABW;Latin America & Caribbean;High income;2020;;28976,46355;100.0;100.0;100.0;1769,09;75723;5;98;9,797E+14;97,98999786;182545705,1;671686817,1;145767477,8;528445065,2;471554934,8;0,108587;0,056303;43697;5
Australia;AUS;East Asia & Pacific;High income;2012;79;42863,34832;100.0;100.0;100.0;2509,56;8,20463E+14;6;7,7358E+15;8,54795E+15;;18945711,49;669662425,1;140880460;502349793,7;497650206,3;22,733465;0,014598;85402;6
Australia;AUS;East Asia & Pacific;High income;2013;83,4535;45930,85051;100.0;100.0;100.0;2573,99;8,21488E+14;6;7,7358E+15;8,54795E+15;;18933376,16;66700299,43;14366324,41;502568678,1;497431321,9;23,128129;0,014498;85502;6
Australia;AUS;East Asia & Pacific;High income;2014;84;46903,7703;100.0;100.0;100.0;2770,01;82,3;6;7,7358E+15;8,54795E+15;;189164776,7;664491289,4;146343933,9;502962077,7;497037922,3;23,475686;0,014398;85602;6
Australia;AUS;East Asia & Pacific;High income;2015;84,5605;46275,91191;100.0;100.0;100.0;2851,18;82,4;6;7,7358E+15;8,54795E+15;;189031260,3;661974159,7;148994580;503403749,5;496596250,5;23,815995;0,014299;85701;6
Australia;AUS;East Asia & Pacific;High income;2016;86,54;47260,15299;100.0;100.0;100.0;3030,83;8,24488E+14;6;7,7358E+15;8,54795E+15;;188876222,3;659615614,7;151508163;503737860;496262140;24,190907;;85,8;6
Australia;AUS;East Asia & Pacific;High income;2017;86,545;48371,141;100.0;100.0;100.0;3203,26;82,5;6;7,7358E+15;8,54795E+15;;188412690,4;657711179,4;153876130,2;503822463,7;496177536,3;24,592588;0,014096;85904;6
Australia;AUS;East Asia & Pacific;High income;2018;90;50183,68981;100.0;100.0;100.0;3354,86;8,27488E+14;6;7,7358E+15;8,54795E+15;;187618242,6;655972081,4;156409676,1;503753766,2;496246233,8;24,963258;0,013988;86012;6
Australia;AUS;East Asia & Pacific;High income;2019;93,6099;52673,06382;100.0;100.0;100.0;3454,34;82,9;6;7,7358E+15;8,54795E+15;;18661163,8;653937724,2;159450637,8;503745440,9;496254559,1;25,334826;0,013876;86124;6
Australia;AUS;East Asia & Pacific;High income;2020;94,6935;53984,1247;100.0;100.0;100.0;3534,68;83,2;6;7,7358E+15;8,54795E+15;;185597082,4;651015714,8;163387202,8;503812239,6;496187760,4;25,649248;0,013759;86241;6
Australia;AUS;East Asia & Pacific;High income;2021;94,9886;57321,56315;100.0;100.0;100.0;3583,6;83,3;6;7,7358E+15;8,54795E+15;;184234342;648273784,3;167491873,6;503808172;496191828;25,685412;0,013638;86362;6
Australia;AUS;East Asia & Pacific;High income;2022;94,8762;65284,92819;100.0;100.0;100.0;3657,68;83,2;6;7,7358E+15;8,54795E+15;;182355418,7;646894260,8;170750320,5;503817452;496182548;26,014399;0,013512;86488;6
Austria;AUT;Europe & Central Asia;High income;2012;80,03;46156,48321;100.0;100.0;100.0;2526,45;8,09366E+14;8;7,7358E+15;8,54795E+15;;144901306,4;675601644,3;179497049,3;51237025;48762975;8,429991;0,042853;57147;8
Austria;AUT;Europe & Central Asia;High income;2013;80,6188;47519,85228;100.0;100.0;100.0;2632,23;8,11366E+14;8;7,7358E+15;8,54795E+15;;143738718,3;674266821,2;181994460,5;511861476,7;488138523,3;8,479823;0,042664;57336;8
Austria;AUT;Europe & Central Asia;High income;2014;80,9958;48355,49776;100.0;100.0;100.0;2759,77;8,14902E+13;8;7,7358E+15;8,54795E+15;;143011125,4;673108311;183880563,7;511167177,4;488832822,6;8,546356;0,042474;57526;8
Austria;AUT;Europe & Central Asia;High income;2015;83,9401;49549,31623;100.0;100.0;100.0;2840,69;8,11902E+13;8;7,7358E+15;8,54795E+15;;143039101,5;67234719,05;184613708;509830128;490169872;8,642699;0,042285;57715;8
Austria;AUT;Europe & Central Asia;High income;2016;84,3237;52397,86352;100.0;100.0;100.0;2887,76;8,16415E+14;8;7,7358E+15;8,54795E+15;;143661094;671339749,2;184999156,8;508681818,4;491318181,6;8,736668;0,042095;57905;8
Austria;AUT;Europe & Central Asia;High income;2017;87,9356;53869,83212;100.0;100.0;100.0;2854,26;8,16439E+14;8;7,7358E+15;8,54795E+15;;144153435;66974326,83;186103296,7;508330305,5;491669694,5;8,797566;0,041906;58094;8
Austria;AUT;Europe & Central Asia;High income;2018;87,4791;56636,4953;100.0;100.0;100.0;2851,5;8,16927E+14;8;7,7358E+15;8,54795E+15;;144299641,8;668074529,7;187625828,5;508191852,4;491808147,6;8,840521;0,041703;58297;8
Austria;AUT;Europe & Central Asia;High income;2019;87,7522;60354,92794;100.0;100.0;100.0;2836,32;8,18951E+14;8;7,7358E+15;8,54795E+15;;14422845,22;666368554,2;189402993,6;508101565,7;491898434,3;8,87992;0,041485;58515;8
Austria;AUT;Europe & Central Asia;High income;2020;87,5294;58523,03378;100.0;100.0;100.0;2921,06;8,11927E+14;8;7,7358E+15;8,54795E+15;;143931589,3;664370522,4;19169788,84;508028051,6;491971948,4;8,916864;0,041252;58748;8
Austria;AUT;Europe & Central Asia;High income;2021;92,5292;63576,24163;100.0;100.0;100.0;2925,37;8,11902E+13;8;7,7358E+15;8,54795E+15;;143606656,2;661764816,6;19462852,72;50797720,01;49202279,99;8,955797;0,041005;58995;8
Austria;AUT;Europe & Central Asia;High income;2022;93,6141;71101,06672;100.0;100.0;100.0;2923,43;8,10927E+14;8;7,7358E+15;8,54795E+15;;143461537,6;658640953,2;197897509,2;507903314,4;492096685,6;9,041851;0,040744;59256;8
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2012;54,2;15994,14665;100.0;100.0;100.0;1460,72;70,36;7;100;100;100;222809383,8;720406993;567836231,4;517777602,4;482222397,6;9,295784;0,046117;53883;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2013;73;17267,51189;100.0;100.0;100.0;1801,46;70881;7;100;100;100;226562640,6;716592530,9;568448285,4;516996375,1;483003624,9;9,416801;0,045855;54145;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2014;75;17563,61225;100.0;100.0;100.0;1970,76;71116;7;100;100;100;230824332,5;712018299,4;571573681,1;516269001,6;483730998,4;9,535079;0,045578;54422;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2015;77;15075,27263;100.0;100.0;100.0;1947,59;71451;7;100;100;100;234529342,7;707521032,3;579496249,8;515607642,9;484392357,1;9,649341;0,045286;54714;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2016;78,2;14535,80202;100.0;100.0;100.0;1827,71;72004;7;100;100;100;237644384,7;702891585,2;594640301,4;514509605,8;485490394,2;9,757812;0,044979;55021;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2017;79;14315,92964;100.0;100.0;100.0;1810,92;72248;7;100;100;100;239150145,8;699448498,3;614013559,4;513057569,6;486942430,4;9,854033;0,044657;55343;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2018;79,8;15282,99952;100.0;100.0;100.0;1883,42;72,76;7;7,7358E+15;8,54795E+15;;237619094,3;698692138,3;63688767,42;511845622,2;488154377,8;9,939771;0,00004432;55,68;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2019;81,1;16675,31794;100.0;100.0;100.0;1921,78;73102;7;100;100;100;235467769,8;69825581,88;662764113,5;511129398;488870602;10,024283;0,043969;56031;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2020;84,6;15163,57033;100.0;100.0;100.0;1959,86;66868;7;7,7358E+15;8,54795E+15;;233899641,8;697266672,8;688336854,3;510862790,5;489137209,5;10,093121;0,043603;56397;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2021;86;20111,3757;100.0;100.0;100.0;2008,57;69366;7;7,7358E+15;8,54795E+15;;231453170,5;69708000,12;714668283,7;510625030,1;489374969,9;10,13775;0,043224;56776;7
Azerbaijan;AZE;Europe & Central Asia;Upper middle income;2022;88;22552,11494;100.0;100.0;100.0;2036,56;73488;7;7,7358E+15;8,54795E+15;;227976026,7;696758833;752651403;510283912;489716088;10,141756;0,00004283;57,17;7
Bahrain;BHR;Middle East & North Africa;High income;2012;88;56712,56927;100.0;100.0;100.0;2428,56;79081;6;7,7358E+15;8,54795E+15;;198728030,8;778244401,3;230275679,7;373018894,1;626981105,9;1,208964;0,011238;88762;6
Bahrain;BHR;Middle East & North Africa;High income;2013;90;56310,31175;100.0;100.0;100.0;2386,69;79246;6;7,7358E+15;8,54795E+15;;197594978,7;777848127,9;245568933,6;37495694,81;62504305,19;1,253191;0,011165;88835;6
Bahrain;BHR;Middle East & North Africa;High income;2014;90,5031;54299,05646;100.0;100.0;100.0;2190,44;79328;6;7,7358E+15;8,54795E+15;;203305333,1;770440675,5;262539913,2;381658805,9;618341194,1;1,314562;0,011085;88915;6
Bahrain;BHR;Middle East & North Africa;High income;2015;93,4783;48034,24689;100.0;100.0;100.0;1847,49;79405;6;7,7358E+15;8,54795E+15;;205087796,2;769024568,3;258876355,3;381688022,5;618311977,5;1,370322;0,011001;88999;6
Bahrain;BHR;Middle East & North Africa;High income;2016;98;47428,90189;100.0;100.0;100.0;1625,52;79557;6;7,7358E+15;8,54795E+15;;200882901,8;773742239,1;253748590,5;374953046,4;625046953,6;1,423726;;89,09;6
Bahrain;BHR;Middle East & North Africa;High income;2017;95,8781;50184,50058;100.0;100.0;100.0;1310,15;79689;6;7,7358E+15;8,54795E+15;;197793852,2;77608595,17;261201960,9;369528912;630471088;1,501116;0,010814;89186;6
