Unnamed: 0,Country_Name,Country_Code,Region,Income_Group,Year,Internet_Users,GDP_Per_Capita,Electricity_Access,Electricity_Access_Rural,Electricity_Access_Urban,Broadband_Subscriptions,Life_Expectancy,Sec_Edu_Duration,Literacy_Female,Literacy_Male,Literacy_Total,Pop_0_14,Pop_15_64,Pop_65_Above,Pop_Female,Pop_Male,Pop_Total,Pop_Rural,Pop_Urban
10,Afghanistan,AFG,South Asia,Low income,2022,52.52970798049006,2122.995815126648,85.3,81.7,95.9,0.0796302,62.879,6.0,26.5965595245361,85.47946143266631,81.37630601278165,43.5798414355935,54.0650161973572,2.35514236704931,49.5410071090742,50.4589928909258,40578842.0,73.384,26.616
33,Albania,ALB,Europe & Central Asia,Upper middle income,2012,49.4,10525.72253488832,99.9,99.9,99.9,5.5013,78.064,7.0,96.0,98.0,97.0,20.2920855091608,68.198600414295,11.5093140765442,50.5147071962788,49.4852928037212,2900401.0,45.67,54.33
34,Albania,ALB,Europe & Central Asia,Upper middle income,2013,51.8,10570.419832602907,99.9,99.8,99.9,6.27864,78.123,7.0,77.35804398740224,85.47946143266631,81.37630601278165,19.794192578173,68.3856722403311,11.8201351814959,50.5170807405352,49.4829192594649,2895092.0,44.613,55.387
35,Albania,ALB,Europe & Central Asia,Upper middle income,2014,54.3,11258.45727962437,100.0,99.9,100.0,7.16191,78.407,7.0,77.35804398740224,85.47946143266631,81.37630601278165,19.3865379916553,68.4466928018412,12.1667692065035,50.5168144640551,49.4831855359449,2889104.0,43.577,56.423
36,Albania,ALB,Europe & Central Asia,Upper middle income,2015,56.9,11658.045749409468,100.0,100.0,100.0,8.37878,78.644,7.0,77.35804398740224,85.47946143266631,81.37630601278165,18.9935976695213,68.4632957891861,12.5431065412926,50.5146220699972,49.4853779300028,2880703.0,42.566,57.434
37,Albania,ALB,Europe & Central Asia,Upper middle income,2016,59.6,12078.348824402556,99.9,99.7,100.0,9.19224,78.86,7.0,77.35804398740224,85.47946143266631,81.37630601278165,18.6062746506784,68.473513186339,12.9202121629827,50.5106861393867,49.4893138606133,2876101.0,41.579,58.421
38,Albania,ALB,Europe & Central Asia,Upper middle income,2017,62.4,12769.762584785349,99.9,99.7,100.0,10.4757,79.047,7.0,99.0490417480469,98.5719985961914,98.8162307739258,18.2833562063906,68.411252681582,13.3053911120274,50.5064965222033,49.4935034777967,2873457.0,40.617,59.383
39,Albania,ALB,Europe & Central Asia,Upper middle income,2018,65.4,13695.913974188694,100.0,100.0,100.0,12.5058,79.184,7.0,77.35804398740224,85.47946143266631,81.37630601278165,18.0052663384505,68.2552118334715,13.739521828078,50.5025341791999,49.4974658208001,2866376.0,39.681,60.319
40,Albania,ALB,Europe & Central Asia,Upper middle income,2019,68.5504,14791.73396151332,100.0,100.0,100.0,15.1193,79.282,7.0,77.35804398740224,85.47946143266631,81.37630601278165,17.7442916565786,68.0076096803147,14.2480986631067,50.4969133555863,49.5030866444137,2854191.0,38.771,61.229
41,Albania,ALB,Europe & Central Asia,Upper middle income,2020,72.2377,14511.438916288133,100.0,100.0,100.0,17.7209,76.989,7.0,77.35804398740224,85.47946143266631,81.37630601278165,17.5219758955011,67.7110196944345,14.7670044100644,50.5073201033164,49.4926798966836,2837849.0,37.888,62.112
42,Albania,ALB,Europe & Central Asia,Upper middle income,2021,79.3237,16353.808681641029,100.0,100.0,100.0,19.6304,76.463,7.0,77.35804398740224,85.47946143266631,81.37630601278165,17.3674317294264,67.3665631972931,15.2660050732804,50.5321030475471,49.4678969524529,2811666.0,37.031,62.969
43,Albania,ALB,Europe & Central Asia,Upper middle income,2022,82.6137,19596.72025974285,100.0,100.0,100.0,20.6989,76.833,7.0,98.3000030517578,98.6999969482422,98.5,17.2224721389952,67.0011896981477,15.7763381628571,50.5494750333144,49.4505249666856,2777689.0,36.201,63.799
44,Algeria,DZA,Middle East & North Africa,Upper middle income,2012,18.2,14441.32933988057,98.8,97.7,99.3,3.06737,74.202,7.0,77.35804398740224,85.47946143266631,81.37630601278165,27.7156085429789,67.3421404984508,4.94225095857039,48.7669527887647,51.2330472112353,37646166.0,31.085,68.915
45,Algeria,DZA,Middle East & North Africa,Upper middle income,2013,22.5,14370.820661674035,99.2,97.8,99.8,3.3321,74.615,7.0,77.35804398740224,85.47946143266631,81.37630601278165,28.0774960876092,66.9223817569513,5.00012215543943,48.7891721000565,51.2108278999435,38414171.0,30.424,69.576
46,Algeria,DZA,Middle East & North Africa,Upper middle income,2014,29.5,14694.14382738305,99.3,97.9,99.9,4.08032,75.11,7.0,77.35804398740224,85.47946143266631,81.37630601278165,28.5548763952626,66.3589408507156,5.08618275402183,48.8117570628055,51.1882429371946,39205031.0,29.779,70.221
47,Algeria,DZA,Middle East & North Africa,Upper middle income,2015,38.2,13807.351584147766,99.4,98.1,99.9,5.6706,75.622,7.0,77.35804398740224,85.47946143266631,81.37630601278165,29.0409389875628,65.7623256885407,5.19673532389649,48.8340180115563,51.1659819884437,40019529.0,29.152,70.848
48,Algeria,DZA,Middle East & North Africa,Upper middle income,2016,42.9455,13437.846023216924,99.4,98.3,99.9,7.00004,75.732,7.0,77.35804398740224,85.47946143266631,81.37630601278165,29.5001353831674,65.1739647385905,5.32589987824205,48.8523984680711,51.1476015319289,40850721.0,28.541,71.459
49,Algeria,DZA,Middle East & North Africa,Upper middle income,2017,47.6911,13493.560749483971,99.5,98.6,99.9,7.70046,75.743,7.0,77.35804398740224,85.47946143266631,81.37630601278165,29.9456114625482,64.587146212269,5.46724232518278,48.868817658248,51.131182341752,41689299.0,27.948,72.052
50,Algeria,DZA,Middle East & North Africa,Upper middle income,2018,49.0385,13727.126635785886,99.6,98.9,99.9,7.21567,76.066,7.0,75.3229675292969,87.4229583740234,81.4078369140625,30.3410419495008,64.0409495016296,5.61800854886956,48.8888857520056,51.1111142479944,42505035.0,27.371,72.629
51,Algeria,DZA,Middle East & North Africa,Upper middle income,2019,58.9776,13892.533344620471,99.5,98.7,99.8,8.27527,76.474,7.0,74.2101974487305,85.47946143266631,81.37630601278165,30.6392172353534,63.5858047801217,5.77497798452489,48.9109032096307,51.0890967903693,43294546.0,26.811,73.189
52,Algeria,DZA,Middle East & North Africa,Upper middle income,2020,60.6534,12676.5130564294,99.7,99.1,99.9,8.60645,74.453,7.0,77.35804398740224,85.47946143266631,81.37630601278165,30.8424615897551,63.2634495033399,5.89408890690499,48.9344772481397,51.0655227518603,44042091.0,26.267,73.733
53,Algeria,DZA,Middle East & North Africa,Upper middle income,2021,66.2356,14496.865469729872,99.8,99.3,100.0,9.33184,76.377,7.0,77.35804398740224,85.47946143266631,81.37630601278165,30.9168972817222,63.0690613740293,6.0140413442485,48.9547207051373,51.0452792948627,44761099.0,25.739,74.261
54,Algeria,DZA,Middle East & North Africa,Upper middle income,2022,71.2432,15836.094436887077,100.0,99.3,100.0,10.3517,77.129,7.0,77.35804398740224,85.47946143266631,81.37630601278165,30.8411919729913,62.9718445030799,6.18696352392874,48.9705213953571,51.0294786046429,45477389.0,25.228,74.772
68,Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,21.3623,7990.27445672775,32.0,77.86486932819903,51.0,0.323076,60.04,6.0,53.0,80.0,66.0,45.2258854448141,52.0696201188262,2.70449443635977,50.6300115939276,49.3699884060724,27160769.0,37.269,62.731
69,Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,22.0,7119.726442744006,42.0,3.8,64.0,0.545394,60.655,6.0,51.9259796142578,83.7727737426758,66.2358627319336,45.2743037648043,52.0344151201028,2.69128111509288,50.6168220037369,49.3831779962631,28157798.0,36.554,63.446
72,Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,29.0,7347.799936350519,45.3,7.3,65.3,0.350067,62.144,6.0,77.35804398740224,85.47946143266631,81.37630601278165,45.1972407715653,52.10972051613,2.69303871230468,50.577643577432,49.422356422568,31297155.0,34.486,65.514
76,Angola,AGO,Sub-Saharan Africa,Lower middle income,2022,39.2935,7924.888805839047,48.5,77.86486932819903,76.2,0.386698,61.929,6.0,62.5,82.8000030517578,72.4000015258789,44.7578771438631,52.4687842964853,2.77333855965152,50.5362644867292,49.4637355132708,35635029.0,31.919,68.081
77,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,58.0,22377.36191219485,100.0,100.0,100.0,14.9782,77.35,5.0,77.35804398740224,85.47946143266631,81.37630601278165,22.6426770570708,69.8922759569104,7.46504698601879,52.5796470318588,47.4203529681412,87260.0,74.474,25.526
78,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,63.4,21759.36802398716,100.0,100.0,100.0,17.7678,77.583,5.0,77.35804398740224,85.47946143266631,81.37630601278165,22.1150406804104,70.2382912524343,7.64666806715532,52.5611764037927,47.4388235962073,88064.0,74.65,25.35
79,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,67.78,21673.394958834844,100.0,100.0,100.0,12.1151,77.858,5.0,77.35804398740224,85.47946143266631,81.37630601278165,21.6526784205486,70.4962541542275,7.85106742522391,52.544358699938,47.455641300062,88765.0,74.825,25.175
80,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,70.0,20989.38588963067,100.0,100.0,100.0,11.1846,77.913,5.0,77.35804398740224,85.47946143266631,81.37630601278165,21.1583845026787,70.7305752217338,8.11104027558747,52.5293874218479,47.4706125781521,89409.0,75.0,25.0
81,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,73.0,21321.709757914497,100.0,100.0,100.0,10.2935,78.152,5.0,77.35804398740224,85.47946143266631,81.37630601278165,20.6426658071113,70.9122030921762,8.44513110071247,52.5158665762652,47.4841334237348,89969.0,75.154,24.846
82,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2017,76.2,21370.309509162376,100.0,100.0,100.0,9.94827,78.268,5.0,77.35804398740224,85.47946143266631,81.37630601278165,20.2049343414246,70.9963744086307,8.79869124994473,52.5031226856202,47.4968773143798,90468.0,75.287,24.713
84,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2019,83.2,26533.73019369617,100.0,100.0,100.0,8.75618,78.691,5.0,77.35804398740224,85.47946143266631,81.37630601278165,19.4070936424283,71.1197578901859,9.47314846738577,52.4714329495206,47.5285670504794,91364.0,75.494,24.506
85,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2020,86.8837,22356.76872248486,100.0,100.0,100.0,8.71023,78.841,5.0,77.35804398740224,85.47946143266631,81.37630601278165,19.1053502602182,71.0314003876053,9.86324935217647,52.4557678697806,47.5442321302194,91846.0,75.567,24.433
86,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2021,87.074,25733.29482696443,100.0,100.0,100.0,8.66279,78.497,5.0,77.35804398740224,85.47946143266631,81.37630601278165,18.8437340956589,70.877324064148,10.2789418401932,52.4418503919955,47.5581496080045,92349.0,75.62,24.38
87,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2022,91.4123,30031.747469874324,100.0,100.0,100.0,10.6818,79.236,5.0,77.35804398740224,85.47946143266631,81.37630601278165,18.5733520034468,70.6979750107712,10.728672985782,52.4235243429556,47.5764756570444,92840.0,75.654,24.346
99,Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,55.8,19430.417806811183,99.1,96.1,99.4,12.2115,76.467,6.0,77.35804398740224,85.47946143266631,81.37630601278165,25.3153574386188,64.0423079024418,10.6423346589394,50.5371175304462,49.4628824695538,42161721.0,8.879,91.121
100,Argentina,ARG,Latin America & Caribbean,Upper middle income,2013,59.9,19928.989490167023,99.3,95.4,99.7,14.6798,76.491,6.0,77.35804398740224,85.47946143266631,81.37630601278165,25.1502863661773,64.0825562537135,10.7671573801093,50.506882458823,49.4931175411771,42582455.0,8.751,91.249
101,Argentina,ARG,Latin America & Caribbean,Upper middle income,2014,64.7,19487.418174886807,100.0,100.0,100.0,15.153,76.755,6.0,77.35804398740224,85.47946143266631,81.37630601278165,25.0138297580693,64.0920281103568,10.894142131574,50.4795803614312,49.5204196385688,43024071.0,8.623,91.377
102,Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,68.0431,19899.149927524544,99.7,97.6,99.9,15.7689,76.76,6.0,77.35804398740224,85.47946143266631,81.37630601278165,24.887393365487,64.0810849650845,11.0315216694284,50.4618624665375,49.5381375334625,43477012.0,8.497,91.503
103,Argentina,ARG,Latin America & Caribbean,Upper middle income,2016,70.969,20105.761359796023,99.9,99.3,100.0,16.5185,76.308,6.0,77.35804398740224,85.47946143266631,81.37630601278165,24.7475897865741,64.0835958950498,11.1688143183761,50.4493179707097,49.5506820292903,43900313.0,8.373,91.627
104,Argentina,ARG,Latin America & Caribbean,Upper middle income,2017,74.2949,23385.07409049166,100.0,100.0,100.0,17.7082,76.833,6.0,77.35804398740224,85.47946143266631,81.37630601278165,24.5791315086803,64.1137437299744,11.3071247613454,50.431923181464,49.568076818536,44288894.0,8.251,91.749
105,Argentina,ARG,Latin America & Caribbean,Upper middle income,2018,77.7,24410.39190633349,100.0,99.9,100.0,18.9759,76.999,6.0,77.35804398740224,85.47946143266631,81.37630601278165,24.3732916411389,64.1630568429568,11.4636515159043,50.4135158167029,49.5864841832971,44654882.0,8.13,91.87
106,Argentina,ARG,Latin America & Caribbean,Upper middle income,2019,79.947,23516.82619808864,100.0,100.0,100.0,19.5519,77.284,6.0,77.35804398740224,85.47946143266631,81.37630601278165,24.0972913239252,64.2701694847154,11.6325391913594,50.3980547107488,49.6019452892512,44973465.0,8.009,91.991
107,Argentina,ARG,Latin America & Caribbean,Upper middle income,2020,85.5144,22393.347957535338,100.0,100.0,100.0,21.1798,75.892,6.0,77.35804398740224,85.47946143266631,81.37630601278165,23.6990914612707,64.5074745533578,11.7934339853714,50.390551736145,49.6094482638551,45191965.0,7.889,92.111
108,Argentina,ARG,Latin America & Caribbean,Upper middle income,2021,87.1507,26300.274261175044,100.0,100.0,100.0,23.15,75.39,6.0,77.35804398740224,85.47946143266631,81.37630601278165,23.2387470933239,64.8426321239199,11.9186207827562,50.3928857609265,49.6071142390735,45312281.0,7.771,92.229
109,Argentina,ARG,Latin America & Caribbean,Upper middle income,2022,88.3754,29597.69384292644,100.0,100.0,100.0,24.6832,76.064,6.0,77.35804398740224,85.47946143266631,81.37630601278165,22.7507462136988,65.2151737723899,12.0340800139112,50.389410178457,49.610589821543,45407904.0,7.65300000000001,92.347
110,Armenia,ARM,Europe & Central Asia,Upper middle income,2012,37.5,8942.635378971643,99.5,99.2,99.7,7.25581,73.454,8.0,77.35804398740224,85.47946143266631,81.37630601278165,19.4619041223735,69.877939557455,10.6601563201715,54.1020493566013,45.8979506433987,3024100.0,36.76,63.24
111,Armenia,ARM,Europe & Central Asia,Upper middle income,2013,41.9,9454.878528365563,99.4,99.4,99.4,8.31673,73.676,8.0,77.35804398740224,85.47946143266631,81.37630601278165,19.6515983819432,69.6400159040937,10.7083857139631,54.0660143068409,45.9339856931591,3022000.0,36.836,63.164
112,Armenia,ARM,Europe & Central Asia,Upper middle income,2014,54.6228,9736.234974627896,99.7,99.8,99.7,9.33763,74.058,8.0,77.35804398740224,85.47946143266631,81.37630601278165,19.8849276387873,69.3383433330299,10.7767290281828,54.0299108068581,45.9700891931419,3013800.0,36.888,63.112
113,Armenia,ARM,Europe & Central Asia,Upper middle income,2015,59.1008,9756.84084836026,100.0,100.0,100.0,9.80149,74.436,8.0,77.35804398740224,85.47946143266631,81.37630601278165,20.1142347563611,68.961951131008,10.923814112631,53.9965568673175,46.0034431326825,3004600.0,36.915,63.085
114,Armenia,ARM,Europe & Central Asia,Upper middle income,2016,64.346,10570.272041393568,99.8,99.8,99.8,10.2498,74.664,8.0,100.0,100.0,100.0,20.3211773361758,68.5339571072627,11.1448655565615,53.9661270827109,46.0338729172891,2992300.0,36.918,63.082
115,Armenia,ARM,Europe & Central Asia,Upper middle income,2017,64.7449,12066.004309381942,99.7,99.5,99.8,10.8173,74.906,8.0,100.0,100.0,100.0,20.4716971584721,68.1111272919884,11.4171755495395,53.939449660253,46.060550339747,2979400.0,36.897,63.103
116,Armenia,ARM,Europe & Central Asia,Upper middle income,2018,68.2451,12877.493754355326,99.9,99.9,99.9,11.9399,75.064,8.0,77.35804398740224,85.47946143266631,81.37630601278165,20.4515725191837,67.836738214504,11.7116892663124,53.8890673942814,46.1109326057186,2969000.0,36.851,63.149
117,Armenia,ARM,Europe & Central Asia,Upper middle income,2019,66.5439,14975.753953815694,100.0,100.0,100.0,13.2819,75.439,8.0,77.35804398740224,85.47946143266631,81.37630601278165,20.3005780187581,67.6540902691366,12.0453317121053,53.8189073448367,46.1810926551633,2962500.0,36.781,63.219
118,Armenia,ARM,Europe & Central Asia,Upper middle income,2020,76.5077,14706.317304342228,100.0,100.0,100.0,14.8884,72.173,8.0,100.0,100.0,100.0,20.1691865055515,67.4875319646095,12.343281529839,53.7708430477514,46.2291569522487,2961500.0,36.687,63.313
119,Armenia,ARM,Europe & Central Asia,Upper middle income,2021,78.6123,15921.705281964018,100.0,100.0,99.9,16.2566,72.043,8.0,77.35804398740224,85.47946143266631,81.37630601278165,20.0488372753343,67.3509680096337,12.600194715032,53.7402594597382,46.2597405402618,2962300.0,36.569,63.431
120,Armenia,ARM,Europe & Central Asia,Upper middle income,2022,77.0277,19161.370051419013,100.0,100.0,100.0,17.7301,73.372,8.0,77.35804398740224,85.47946143266631,81.37630601278165,19.8625625656376,67.2222792072338,12.9151582271286,53.6967414414024,46.3032585585976,2969200.0,36.427,63.573
122,Aruba,ABW,Latin America & Caribbean,High income,2013,78.9,35901.65331315895,100.0,100.0,100.0,18.7211,75.636,5.0,77.35804398740224,85.47946143266631,81.37630601278165,19.3954610828072,69.911025522268,10.6935133949248,52.4381563423267,47.5618436576733,105675.0,57.01,42.99
123,Aruba,ABW,Latin America & Caribbean,High income,2014,83.78,35657.28719705289,100.0,100.0,100.0,18.5735,75.601,5.0,77.35804398740224,85.47946143266631,81.37630601278165,19.1695083315195,69.6785895668577,11.1519021016228,52.5059735133933,47.4940264866068,106807.0,56.959,43.041
124,Aruba,ABW,Latin America & Caribbean,High income,2015,88.6612,35972.86644465146,100.0,100.0,100.0,18.237,75.683,5.0,77.35804398740224,85.47946143266631,81.37630601278165,19.0345012933786,69.3250915443276,11.6404071622938,52.5656530753283,47.4343469246717,107906.0,56.892,43.108
129,Aruba,ABW,Latin America & Caribbean,High income,2020,52.52970798049006,28976.46354971244,100.0,100.0,100.0,17.6909,75.723,5.0,98.0,97.9700012207031,97.9899978637695,18.2545705094483,67.1686817100479,14.5767477805038,52.8445065176909,47.1554934823091,108587.0,56.303,43.697
132,Australia,AUS,East Asia & Pacific,High income,2012,79.0,42863.348316994525,100.0,100.0,100.0,25.0956,82.0463414634146,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.945711489664,66.9662425056812,14.0880460046549,50.2349793748154,49.7650206251845,22733465.0,14.598,85.402
133,Australia,AUS,East Asia & Pacific,High income,2013,83.4535,45930.85050815034,100.0,100.0,100.0,25.7399,82.1487804878049,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.933376162926,66.700299430582,14.366324406492,50.2568678080919,49.7431321919081,23128129.0,14.498,85.502
134,Australia,AUS,East Asia & Pacific,High income,2014,84.0,46903.77030413898,100.0,100.0,100.0,27.7001,82.3,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.9164776713354,66.4491289382527,14.6343933904119,50.2962077675499,49.7037922324501,23475686.0,14.398,85.602
135,Australia,AUS,East Asia & Pacific,High income,2015,84.5605,46275.9119122188,100.0,100.0,100.0,28.5118,82.4,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.9031260311403,66.1974159681463,14.8994580007134,50.3403749506953,49.6596250493047,23815995.0,14.299,85.701
136,Australia,AUS,East Asia & Pacific,High income,2016,86.54,47260.15299337473,100.0,100.0,100.0,30.3083,82.4487804878049,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.8876222294296,65.9615614705209,15.1508163000494,50.3737860031359,49.6262139968641,24190907.0,14.2,85.8
137,Australia,AUS,East Asia & Pacific,High income,2017,86.545,48371.1409956585,100.0,100.0,100.0,32.0326,82.5,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.8412690393086,65.7711179415292,15.3876130191621,50.3822463746873,49.6177536253127,24592588.0,14.096,85.904
138,Australia,AUS,East Asia & Pacific,High income,2018,90.0,50183.689812763376,100.0,100.0,100.0,33.5486,82.7487804878049,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.7618242578521,65.5972081360588,15.6409676060892,50.3753766216602,49.6246233783398,24963258.0,13.988,86.012
139,Australia,AUS,East Asia & Pacific,High income,2019,93.6099,52673.06381762308,100.0,100.0,100.0,34.5434,82.9,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.661163799115,65.3937724215717,15.9450637793133,50.3745440929094,49.6254559070906,25334826.0,13.876,86.124
140,Australia,AUS,East Asia & Pacific,High income,2020,94.6935,53984.12469790749,100.0,100.0,100.0,35.3468,83.2,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.5597082418825,65.1015714818381,16.3387202762794,50.3812239619254,49.6187760380746,25649248.0,13.759,86.241
141,Australia,AUS,East Asia & Pacific,High income,2021,94.9886,57321.56315425647,100.0,100.0,100.0,35.836,83.3,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.4234342046625,64.8273784315574,16.7491873637801,50.3808171983059,49.6191828016941,25685412.0,13.638,86.362
142,Australia,AUS,East Asia & Pacific,High income,2022,94.8762,65284.928186311954,100.0,100.0,100.0,36.5768,83.2,6.0,77.35804398740224,85.47946143266631,81.37630601278165,18.2355418743903,64.6894260786269,17.0750320469828,50.3817452046839,49.6182547953161,26014399.0,13.512,86.488
143,Austria,AUT,Europe & Central Asia,High income,2012,80.03,46156.48320730371,100.0,100.0,100.0,25.2645,80.9365853658537,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.4901306406695,67.5601644337772,17.9497049255533,51.237025001186,48.762974998814,8429991.0,42.853,57.147
144,Austria,AUT,Europe & Central Asia,High income,2013,80.6188,47519.852279657134,100.0,100.0,100.0,26.3223,81.1365853658537,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3738718336399,67.4266821192924,18.1994460470678,51.1861476741003,48.8138523258997,8479823.0,42.664,57.336
145,Austria,AUT,Europe & Central Asia,High income,2014,80.9958,48355.497762440704,100.0,100.0,100.0,27.5977,81.490243902439,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3011125354513,67.3108310981136,18.3880563664351,51.1167177401297,48.8832822598703,8546356.0,42.474,57.526
146,Austria,AUT,Europe & Central Asia,High income,2015,83.9401,49549.31623114405,100.0,100.0,100.0,28.4069,81.190243902439,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3039101457033,67.234719049435,18.4613708048616,50.9830128002676,49.0169871997323,8642699.0,42.285,57.715
147,Austria,AUT,Europe & Central Asia,High income,2016,84.3237,52397.86351766728,100.0,100.0,100.0,28.8776,81.6414634146342,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3661093998906,67.1339749165576,18.4999156835518,50.8681818410706,49.1318181589294,8736668.0,42.095,57.905
148,Austria,AUT,Europe & Central Asia,High income,2017,87.9356,53869.832118355465,100.0,100.0,100.0,28.5426,81.6439024390244,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.4153434951617,66.974326831199,18.6103296736393,50.8330305450405,49.1669694549595,8797566.0,41.906,58.094
149,Austria,AUT,Europe & Central Asia,High income,2018,87.4791,56636.49530305386,100.0,100.0,100.0,28.515,81.6926829268293,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.4299641791993,66.8074529749847,18.7625828458159,50.8191852404036,49.1808147595964,8840521.0,41.703,58.297
150,Austria,AUT,Europe & Central Asia,High income,2019,87.7522,60354.9279422121,100.0,100.0,100.0,28.3632,81.8951219512195,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.422845223827,66.6368554183168,18.9402993578561,50.8101565656361,49.1898434343639,8879920.0,41.485,58.515
151,Austria,AUT,Europe & Central Asia,High income,2020,87.5294,58523.033781624414,100.0,100.0,100.0,29.2106,81.1926829268293,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3931589250796,66.4370522356064,19.169788839314,50.8028051635365,49.1971948364635,8916864.0,41.252,58.748
152,Austria,AUT,Europe & Central Asia,High income,2021,92.5292,63576.241625406175,100.0,100.0,100.0,29.2537,81.190243902439,8.0,77.35804398740224,85.47946143266631,81.37630601278165,14.3606656208757,66.1764816581673,19.462852720957,50.797720009778,49.202279990222,8955797.0,41.005,58.995
