Country_Name,Country_Code,Region,Income_Group,Year,Internet_Users,GDP_Per_Capita,Electricity_Access,Electricity_Access_Rural,Electricity_Access_Urban,Broadband_Subscriptions,Life_Expectancy,Sec_Edu_Duration,Literacy_Female,Literacy_Male,Literacy_Total,Pop_0_14,Pop_15_64,Pop_65_Above,Pop_Female,Pop_Male,Pop_Total,Pop_Rural,Pop_Urban,Secondary_Education,clusters
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,64.346,10570.27204139357,99.8,99.8,99.8,1024.98,74664.0,8,100.0,100.0,100.0,203211773.361758,685339571.072627,111448655.565615,539661270.827109,460338729.172891,2.9923,0.036918,63082.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,64.7449,12066.00430938194,99.7,99.5,99.8,1081.73,74906.0,8,100.0,100.0,100.0,204716971.584721,681111272.919884,114171755.495395,53939449.660253,46060550.339747,2.9794,0.036897,63103.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,68.2451,12877.49375435533,99.9,99.9,99.9,1193.99,75064.0,8,7735804398740220.0,8547946143266630.0,,204515725.191837,67836738.214504,117116892.663124,538890673.942814,461109326.057186,2.969,0.036851,63149.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2019,66.5439,14975.75395381569,100.0,100.0,100.0,1328.19,75439.0,8,7735804398740220.0,8547946143266630.0,,203005780.187581,676540902.691366,120453317.121053,538189073.448367,461810926.551633,2.9625,0.036781,63219.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2020,76.5077,14706.31730434223,100.0,100.0,100.0,1488.84,72173.0,8,100.0,100.0,100.0,201691865.055515,674875319.646095,12343281.529839,537708430.477514,462291569.522487,2.9615,0.036687,63313.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2021,78.6123,15921.70528196402,100.0,100.0,99.9,1625.66,72043.0,8,7735804398740220.0,8547946143266630.0,,200488372.753343,673509680.096337,12600194.715032,537402594.597382,462597405.402618,2.9623,0.036569,63431.0,8.0,0
Armenia,ARM,Europe & Central Asia,Upper middle income,2022,77.0277,19161.37005141901,100.0,100.0,100.0,1773.01,73372.0,8,7735804398740220.0,8547946143266630.0,,198625625.656376,672222792.072338,129151582.271286,536967414.414024,463032585.585976,2.9692,0.036427,63573.0,8.0,0
Aruba,ABW,Latin America & Caribbean,High income,2013,78.9,35901.65331315895,100.0,100.0,100.0,1872.11,75636.0,5,7735804398740220.0,8547946143266630.0,,193954610.828072,69911025.522268,106935133.949248,524381563.423267,475618436.576733,0.105675,5.701e-05,42.99,5.0,0
Aruba,ABW,Latin America & Caribbean,High income,2014,83.78,35657.28719705289,100.0,100.0,100.0,1857.35,75601.0,5,7735804398740220.0,8547946143266630.0,,191695083.315195,696785895.668577,111519021.016228,525059735.133933,474940264.866068,0.106807,0.056959,43041.0,5.0,0
Aruba,ABW,Latin America & Caribbean,High income,2015,88.6612,35972.86644465146,100.0,100.0,100.0,1823.7,75683.0,5,7735804398740220.0,8547946143266630.0,,190345012.933786,693250915.443276,116404071.622938,525656530.753283,474343469.246717,0.107906,0.056892,43108.0,5.0,0
Aruba,ABW,Latin America & Caribbean,High income,2020,55.134117838009566,28976.46354971244,100.0,100.0,100.0,1769.09,75723.0,5,98.0,979700012207031.0,97.9899978637695,182545705.094483,671686817.100479,145767477.805038,528445065.176909,471554934.823091,0.108587,0.056303,43697.0,5.0,0
Australia,AUS,East Asia & Pacific,High income,2012,79.0,42863.34831699452,100.0,100.0,100.0,2509.56,820463414634146.0,6,7735804398740220.0,8547946143266630.0,,18945711.489664,669662425.056812,140880460.046549,502349793.748154,497650206.251845,22.733465,0.014598,85402.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2013,83.4535,45930.85050815034,100.0,100.0,100.0,2573.99,821487804878049.0,6,7735804398740220.0,8547946143266630.0,,18933376.162926,66700299.430582,14366324.406492,502568678.080919,497431321.919081,23.128129,0.014498,85502.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2014,84.0,46903.77030413898,100.0,100.0,100.0,2770.01,82.3,6,7735804398740220.0,8547946143266630.0,,189164776.713354,664491289.382527,146343933.904119,502962077.675499,497037922.324501,23.475686,0.014398,85602.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2015,84.5605,46275.9119122188,100.0,100.0,100.0,2851.18,82.4,6,7735804398740220.0,8547946143266630.0,,189031260.311403,661974159.681463,148994580.007134,503403749.506953,496596250.493047,23.815995,0.014299,85701.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2016,86.54,47260.15299337473,100.0,100.0,100.0,3030.83,824487804878049.0,6,7735804398740220.0,8547946143266630.0,,188876222.294296,659615614.705209,151508163.000494,503737860.031359,496262139.968641,24.190907,,85.8,6.0,0
Australia,AUS,East Asia & Pacific,High income,2017,86.545,48371.1409956585,100.0,100.0,100.0,3203.26,82.5,6,7735804398740220.0,8547946143266630.0,,188412690.393086,657711179.415292,153876130.191621,503822463.746873,496177536.253127,24.592588,0.014096,85904.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2018,90.0,50183.68981276338,100.0,100.0,100.0,3354.86,827487804878049.0,6,7735804398740220.0,8547946143266630.0,,187618242.578521,655972081.360588,156409676.060892,503753766.216602,496246233.783398,24.963258,0.013988,86012.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2019,93.6099,52673.06381762308,100.0,100.0,100.0,3454.34,82.9,6,7735804398740220.0,8547946143266630.0,,18661163.799115,653937724.215717,159450637.793133,503745440.929094,496254559.070906,25.334826,0.013876,86124.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2020,94.6935,53984.12469790749,100.0,100.0,100.0,3534.68,83.2,6,7735804398740220.0,8547946143266630.0,,185597082.418825,651015714.818381,163387202.762794,503812239.619254,496187760.380746,25.649248,0.013759,86241.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2021,94.9886,57321.56315425647,100.0,100.0,100.0,3583.6,83.3,6,7735804398740220.0,8547946143266630.0,,184234342.046625,648273784.315574,167491873.637801,503808171.983059,496191828.016941,25.685412,0.013638,86362.0,6.0,0
Australia,AUS,East Asia & Pacific,High income,2022,94.8762,65284.92818631195,100.0,100.0,100.0,3657.68,83.2,6,7735804398740220.0,8547946143266630.0,,182355418.743903,646894260.786269,170750320.469828,503817452.046839,496182547.953161,26.014399,0.013512,86488.0,6.0,0
Austria,AUT,Europe & Central Asia,High income,2012,80.03,46156.48320730371,100.0,100.0,100.0,2526.45,809365853658537.0,8,7735804398740220.0,8547946143266630.0,,144901306.406695,675601644.337772,179497049.255533,51237025.001186,48762974.998814,8.429991,0.042853,57147.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2013,80.6188,47519.85227965713,100.0,100.0,100.0,2632.23,811365853658537.0,8,7735804398740220.0,8547946143266630.0,,143738718.336399,674266821.192924,181994460.470678,511861476.741003,488138523.258997,8.479823,0.042664,57336.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2014,80.9958,48355.4977624407,100.0,100.0,100.0,2759.77,81490243902439.0,8,7735804398740220.0,8547946143266630.0,,143011125.354513,673108310.981136,183880563.664351,511167177.401297,488832822.598703,8.546356,0.042474,57526.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2015,83.9401,49549.31623114405,100.0,100.0,100.0,2840.69,81190243902439.0,8,7735804398740220.0,8547946143266630.0,,143039101.457033,67234719.049435,184613708.048616,509830128.002676,490169871.997323,8.642699,0.042285,57715.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2016,84.3237,52397.86351766728,100.0,100.0,100.0,2887.76,816414634146342.0,8,7735804398740220.0,8547946143266630.0,,143661093.998906,671339749.165576,184999156.835518,508681818.410706,491318181.589294,8.736668,0.042095,57905.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2017,87.9356,53869.83211835547,100.0,100.0,100.0,2854.26,816439024390244.0,8,7735804398740220.0,8547946143266630.0,,144153434.951617,66974326.831199,186103296.736393,508330305.450405,491669694.549595,8.797566,0.041906,58094.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2018,87.4791,56636.49530305386,100.0,100.0,100.0,2851.5,816926829268293.0,8,7735804398740220.0,8547946143266630.0,,144299641.791993,668074529.749847,187625828.458159,508191852.404036,491808147.595964,8.840521,0.041703,58297.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2019,87.7522,60354.9279422121,100.0,100.0,100.0,2836.32,818951219512195.0,8,7735804398740220.0,8547946143266630.0,,14422845.223827,666368554.183168,189402993.578561,508101565.656361,491898434.343639,8.87992,0.041485,58515.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2020,87.5294,58523.03378162441,100.0,100.0,100.0,2921.06,811926829268293.0,8,7735804398740220.0,8547946143266630.0,,143931589.250796,664370522.356064,19169788.839314,508028051.635365,491971948.364635,8.916864,0.041252,58748.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2021,92.5292,63576.24162540618,100.0,100.0,100.0,2925.37,81190243902439.0,8,7735804398740220.0,8547946143266630.0,,143606656.208757,661764816.581673,19462852.720957,50797720.009778,49202279.990222,8.955797,0.041005,58995.0,8.0,0
Austria,AUT,Europe & Central Asia,High income,2022,93.6141,71101.06671682872,100.0,100.0,100.0,2923.43,810926829268293.0,8,7735804398740220.0,8547946143266630.0,,143461537.570506,658640953.229773,197897509.199721,507903314.381382,492096685.618618,9.041851,0.040744,59256.0,8.0,0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,54.2,15994.14665018363,100.0,100.0,100.0,1460.72,70.36,7,100.0,100.0,100.0,222809383.842387,720406993.018106,567836231.395076,517777602.392446,482222397.607555,9.295784,0.046117,53883.0,7.0,0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,73.0,17267.51189195374,100.0,100.0,100.0,1801.46,70881.0,7,100.0,100.0,100.0,226562640.559765,716592530.898028,568448285.422061,516996375.050779,483003624.949221,9.416801,0.045855,54145.0,7.0,0
